Ticker,PBV x ROE,Close Price,Price to Equity Discount (%),Relative PE ratio (TTM),EPS Growth,Debt to Total Assets Ratio,Liquidity Differential,CCE,Operating Efficiency,Dividend Payout Efficiency,Yearly Price Change,Composite Rank,Net Debt to Equity
ARKA,0.011181173393552103,22.0,168.78030649631663,0.9605754065097794,,0.4648990009818457,1.9893136388449815,0.007929286383558783,0.03298280231573229,0.0,-0.08333333333333333,0.4212,1.7182754600391466
ARKO,2.934351880564595,4790.0,-96.06693055775509,17.093788036232457,0.2283423658613553,0.6092539852374993,0.584558752195592,0.038588354003926933,0.1897239632419075,0.0,3.2389380530973453,0.3027,1.8020145872639333
ARMY,,50.0,,,,,,,,,0.0,,
ARNA,0.46460171005573403,500.0,-49.39434617338853,0.6521310077959666,0.3091674350596005,0.005090641383660055,1.637435748674539,0.04497312802817916,0.21059656886488812,0.7564210826434923,-0.13043478260869565,0.6336,-0.06233756770336245
ARTA,-0.1610709904670278,2370.0,-85.82189592949618,-23.96404278856419,0.42202720666287546,,9.5337356529898,0.1819807153143017,-0.5983296181436133,20.1439,-0.3524590163934426,0.4504,-0.31525193550427183
ARTI,0.0018454756665409351,2.0,-1471.3409666645407,0.22357050716633556,0.7899374820215261,0.013802007407505375,0.004789209027368281,0.004084755098193537,-1.1655867701097604,0.0,0.0,0.3892,-0.023700999646816757
ARTO,0.07420698173349166,1310.0,-50.290344994924716,4.231433008809294,0.7137974515529599,0.044163559217223786,,0.12719503965584533,,0.0,-0.345,0.4495,-0.38103506915786384
ASBI,,430.0,,,,,,,,,-0.013761467889908258,0.1358,
ASDM,0.029136799448542333,515.0,82.70501515331453,0.7977576056055257,0.5804219559124905,0.003805721775352163,,0.009899057310195605,0.08211388780529726,0.6388515712423264,-0.037383177570093455,0.5278,-0.01981902212338097
ASGR,0.18289728056622234,1790.0,-19.398327330970684,0.6530078140516266,0.4633846153846154,0.008662802947955224,2.67631266161205,0.5724699967591753,0.0859363425199322,1.1331010824653667,0.6574074074074074,0.7634,-0.8484044029229488
ASHA,,62.0,,,,,,,,,2.263157894736842,0.261,
ASII,0.11201978159833147,5050.0,14.123115341093184,0.5318287078638518,-0.0359203693017888,0.23166970187573976,1.1866718753001901,0.08969577292878564,0.10230298441542053,0.5293358037174595,0.030612244897959183,0.6822,0.31750612862284194
ASJT,,153.0,,,,,,,,,0.39090909090909093,0.1989,
